ME;4.953526452051706;2.2320391981426297;14228
NH;4.663838295483177;1.742989303854601;14679
RI;4.77760967044847;1.2806303448146623;12871
MA;4.71094404036657;1.4040023429726507;50153
VT;4.456315054334938;1.7814742880744199;6895
CT;4.583158816102654;1.2086780864087199;47224
WA;-3.5171843170023034;2.683002913150331;18998
NJ;4.326536832457516;0.8001737031975652;118905
DE;4.243345727534402;0.4699657113794444;7019
NY;4.015025997686008;1.4240328372079472;308230
OR;-3.7453313782266364;1.891279495215076;7032
MD;3.965617396396668;0.4433600580694565;50153
CA;-3.9803761489509886;0.26159306339570015;94265
FL;3.283321625826497;-2.224797263984898;0
PA;3.7252063358148426;0.8434998201792085;92385
NC;3.6733427128817695;-0.4641373253576122;57564
VA;3.681307402365527;0.028291299385177382;75955
SC;3.4222662396645456;-0.9118948036996984;31469
NV;-3.349932245036039;0.6442002906540977;8222
WV;3.305080631201114;0.2120037079062415;10470
ID;-2.7373196097876535;1.7507265914205608;2608
GA;2.960789031438992;-1.2863030498538872;99225
OH;2.8518941774758075;0.5630939377488172;90833
MT;-1.7910556665506687;2.2336564014984557;3049
AZ;-2.65555363716583;-0.7458670378303975;17138
MI;2.4307236668165872;1.2805390269416879;74949
AL;2.2851681808845004;-1.3273228034230922;41847
UT;-2.4511556167321333;0.44973157538188807;5629
KY;2.4621883550954786;-0.151882145147366;25570
TN;2.319219488033821;-0.5681289887645847;37046
IN;2.2250469099391945;0.39780125034265906;46933
MS;1.7069635097148639;-1.3756382049357978;13491
LA;1.2387188427302585;-1.8035260263671362;22121
ND;-0.27619391394769777;2.170401020709311;2262
WI;1.4838771573559424;1.4827806974908737;24507
MN;0.7421139728004149;1.8706721131247919;18345
WY;-1.5788537545599814;1.2220982946166818;1729
NM;-1.5676978227177953;-0.8744312427902723;8164
IL;1.6876034636068218;0.38606997514465985;86354
TX;-0.26145590398872387;-1.7024335008602962;77072
SD;-0.273525859563764;1.4530637209737969;1668
AR;1.1218015706855202;-0.8802717638261027;9705
CO;-1.3312097425732394;0.21331561127513599;22157
IA;0.890087853854646;0.8572882828191634;9201
MO;1.1000164229255245;-0.04012635846468938;25873
NE;-0.24067990453423604;0.7480542522747925;5979
OK;0.13054936377084553;-0.7087403940365068;11929